region,fecha,año,mes,dia,temp_media_c,temp_max_c,temp_min_c,precipitacion_mm,humedad_pct,viento_kmh,fase_enos
Caribe Sur,5/19/2023,2023,5,19,26.8,30.5,23.5,7.4,85,5.6,El Niño
Caribe Sur,5/20/2023,2023,5,20,27.1,31.5,23.2,0.9,80,7.3,El Niño
Caribe Sur,5/21/2023,2023,5,21,26.3,29.3,24.3,16.9,88,6.7,El Niño
Caribe Sur,5/22/2023,2023,5,22,26.5,30.5,23.7,2.2,86,4.1,El Niño
Caribe Sur,5/23/2023,2023,5,23,26.6,31.4,22.6,0.8,82,4,El Niño
Caribe Sur,5/24/2023,2023,5,24,27.2,31.8,24,0.2,80,4.9,El Niño
Caribe Sur,5/25/2023,2023,5,25,27.6,31.9,24.4,0,77,4.8,El Niño
Caribe Sur,5/26/2023,2023,5,26,27.2,32.2,24.8,1.4,83,3.6,El Niño
Caribe Sur,5/27/2023,2023,5,27,26.6,31,23.7,4.9,89,3,El Niño
Caribe Sur,5/28/2023,2023,5,28,27.2,31.8,23.9,0.1,83,3.5,El Niño
Caribe Sur,5/29/2023,2023,5,29,26.9,31.8,23.8,9.4,84,4.3,El Niño
Caribe Sur,5/30/2023,2023,5,30,26.9,30.7,24,12,87,2.5,El Niño
Caribe Sur,5/31/2023,2023,5,31,26.3,30,23.4,5.6,91,3,El Niño
Caribe Sur,6/1/2023,2023,6,1,26.2,30,23.8,10.1,91,3,El Niño
Caribe Sur,6/2/2023,2023,6,2,26.8,31.2,24.3,16.3,90,3.1,El Niño
Caribe Sur,6/3/2023,2023,6,3,27.3,32.2,24.4,14,85,3.2,El Niño
Caribe Sur,6/4/2023,2023,6,4,26.9,31.2,22.4,6.5,89,2.8,El Niño
Caribe Sur,6/5/2023,2023,6,5,26.6,31.1,24.4,5.4,86,4.2,El Niño
Caribe Sur,6/6/2023,2023,6,6,26.8,31.2,23.5,1,85,5.2,El Niño
Caribe Sur,6/7/2023,2023,6,7,26.8,31.4,23.5,9,87,3.9,El Niño
Caribe Sur,6/8/2023,2023,6,8,26.5,30.4,23.9,12.9,88,4,El Niño
Caribe Sur,6/9/2023,2023,6,9,27.1,31.8,23.5,9.1,83,4.4,El Niño
Caribe Sur,6/10/2023,2023,6,10,25.9,31.1,23.1,16.9,92,3.3,El Niño
Caribe Sur,6/11/2023,2023,6,11,26.7,31.6,24,6.5,86,3.6,El Niño
Caribe Sur,6/12/2023,2023,6,12,26.8,31.7,23.6,11.1,85,4.5,El Niño
Caribe Sur,6/13/2023,2023,6,13,26,30.1,23.2,9,91,4.4,El Niño
Caribe Sur,6/14/2023,2023,6,14,26.1,30.2,23.6,2.2,89,4.9,El Niño
Caribe Sur,6/15/2023,2023,6,15,25.4,27.6,23.1,18.9,91,4.4,El Niño
Caribe Sur,6/16/2023,2023,6,16,26.1,30,23,8.5,86,5.6,El Niño
Caribe Sur,6/17/2023,2023,6,17,26.4,30.8,24.1,2.7,86,5.8,El Niño
Caribe Sur,6/18/2023,2023,6,18,26,30.1,23,8.8,89,4.7,El Niño
Caribe Sur,6/19/2023,2023,6,19,26.1,29.4,23.2,1.6,88,6.3,El Niño
Caribe Sur,6/20/2023,2023,6,20,26.8,30.8,24,2.8,85,6.4,El Niño
Caribe Sur,6/21/2023,2023,6,21,26.3,29.6,24,10.8,89,4.1,El Niño
Caribe Sur,6/22/2023,2023,6,22,25.7,29.9,23.6,15.4,90,5.2,El Niño
Caribe Sur,6/23/2023,2023,6,23,26.1,30.2,22.5,6.1,87,5,El Niño
Caribe Sur,6/24/2023,2023,6,24,25.5,29.3,23.2,4.8,89,6.5,El Niño
Caribe Sur,6/25/2023,2023,6,25,26.6,30.5,23.1,0.3,82,5.7,El Niño
Caribe Sur,6/26/2023,2023,6,26,26.1,29.8,23.2,1.1,86,2.9,El Niño
Caribe Sur,6/27/2023,2023,6,27,26.1,30.3,23.5,1.1,88,3.3,El Niño
Caribe Sur,6/28/2023,2023,6,28,26,30.1,22.5,4.7,89,3.5,El Niño
Caribe Sur,6/29/2023,2023,6,29,26.6,31.3,23.4,9.1,88,4.3,El Niño
Caribe Sur,6/30/2023,2023,6,30,26.4,30.8,22.8,32,88,5,El Niño
Caribe Sur,7/1/2023,2023,7,1,25.7,28.5,23.8,12,93,4.9,El Niño
Caribe Sur,7/2/2023,2023,7,2,25.9,29.3,23,0.8,89,5.1,El Niño
Caribe Sur,7/3/2023,2023,7,3,26.4,30.7,23,7.2,89,3.1,El Niño
Caribe Sur,7/4/2023,2023,7,4,26.6,31.1,23,2.2,86,3.9,El Niño
Caribe Sur,7/5/2023,2023,7,5,26.8,32.5,23,8.2,83,4.1,El Niño
Caribe Sur,7/6/2023,2023,7,6,25.8,29.6,23.5,2,89,4.6,El Niño
Caribe Sur,7/7/2023,2023,7,7,25.5,28.3,23,3.1,91,3.6,El Niño
Caribe Sur,7/8/2023,2023,7,8,25.8,29.8,22.8,7.5,90,5.3,El Niño
Caribe Sur,7/9/2023,2023,7,9,26,29.4,22.7,26.4,89,5,El Niño
Caribe Sur,7/10/2023,2023,7,10,25.4,29.5,22.5,8.6,91,4.3,El Niño
Caribe Sur,7/11/2023,2023,7,11,24.5,26.6,22.5,14.5,94,6.3,El Niño
Caribe Sur,7/12/2023,2023,7,12,25.8,30.5,23,23.4,87,5.8,El Niño
Caribe Sur,7/13/2023,2023,7,13,25.6,30.2,22.7,30.8,90,3.4,El Niño
Caribe Sur,7/14/2023,2023,7,14,24.1,26.2,22.6,51.4,99,4.6,El Niño
Caribe Sur,7/15/2023,2023,7,15,25.8,29.5,22.1,4,86,5.6,El Niño
Caribe Sur,7/16/2023,2023,7,16,24.4,26.2,22.9,25.9,93,5.5,El Niño
Caribe Sur,7/17/2023,2023,7,17,24.9,27.6,22.6,7.5,91,6,El Niño
Caribe Sur,7/18/2023,2023,7,18,24.9,28.6,22.4,16.6,92,4.2,El Niño
Caribe Sur,7/19/2023,2023,7,19,26.5,30.9,21.9,0.4,85,5.7,El Niño
Caribe Sur,7/20/2023,2023,7,20,26.6,30.7,23,2.8,84,6.2,El Niño
Caribe Sur,7/21/2023,2023,7,21,26.6,30.8,22.9,0.8,86,5.5,El Niño
Caribe Sur,7/22/2023,2023,7,22,26,30.4,23.8,16.6,91,4.5,El Niño
Caribe Sur,7/23/2023,2023,7,23,26.4,31.5,23,3.6,86,4.1,El Niño
Caribe Sur,7/24/2023,2023,7,24,24.9,29.9,22.6,46.1,93,6.4,El Niño
Caribe Sur,7/25/2023,2023,7,25,25.5,29.9,22.5,16.2,86,5.3,El Niño
Caribe Sur,7/26/2023,2023,7,26,24.4,27.6,22.6,25.3,94,5.5,El Niño
Caribe Sur,7/27/2023,2023,7,27,25.8,29.8,22.8,6,89,5,El Niño
Caribe Sur,7/28/2023,2023,7,28,26.7,31.4,22,0.3,84,4.3,El Niño
Caribe Sur,7/29/2023,2023,7,29,26.7,31,23.4,3.5,86,4.1,El Niño
Caribe Sur,7/30/2023,2023,7,30,26,30.1,23.8,5.7,90,5,El Niño
Caribe Sur,7/31/2023,2023,7,31,25.5,28,23.3,23,92,5.6,El Niño
Caribe Sur,8/1/2023,2023,8,1,26,29.9,23.3,4.9,91,5.3,El Niño
Caribe Sur,8/2/2023,2023,8,2,25.9,29.6,23.5,2,89,5.3,El Niño
Caribe Sur,8/3/2023,2023,8,3,26.4,31.4,22.5,3.4,87,3.9,El Niño
Caribe Sur,8/4/2023,2023,8,4,26.4,31.4,22.7,7.1,87,4.3,El Niño
Caribe Sur,8/5/2023,2023,8,5,26.4,32,22.8,22.9,85,4.2,El Niño
Caribe Sur,8/6/2023,2023,8,6,26.4,31.5,23.1,7.2,86,5.4,El Niño
Caribe Sur,8/7/2023,2023,8,7,24.6,25.8,22.9,32.9,96,5.2,El Niño
Caribe Sur,8/8/2023,2023,8,8,24.8,27.5,23,16.9,93,4.8,El Niño
Caribe Sur,8/9/2023,2023,8,9,26.3,30.5,23,0.6,88,4.6,El Niño
Caribe Sur,8/10/2023,2023,8,10,26.1,30.8,22.9,3.8,88,3.4,El Niño
Caribe Sur,8/11/2023,2023,8,11,25.9,31.1,23.2,7.7,89,4,El Niño
Caribe Sur,8/12/2023,2023,8,12,26.1,30.5,22.6,8.5,88,3.7,El Niño
Caribe Sur,8/13/2023,2023,8,13,25.9,30.5,23,7.5,89,4.5,El Niño
Caribe Sur,8/14/2023,2023,8,14,25.1,28.4,22.1,0.9,91,4.2,El Niño
Caribe Sur,8/15/2023,2023,8,15,25.2,29.5,22.4,12.7,89,6.4,El Niño
Caribe Sur,8/16/2023,2023,8,16,24.8,28.8,21.7,9.3,90,3.9,El Niño
Caribe Sur,8/17/2023,2023,8,17,25.7,29,22.5,11.6,88,6.7,El Niño
Caribe Sur,8/18/2023,2023,8,18,25.9,29.7,22.5,13.8,88,5.8,El Niño
Caribe Sur,8/19/2023,2023,8,19,26.7,31.5,23,18.3,85,4.4,El Niño
Caribe Sur,8/20/2023,2023,8,20,26.4,30.2,24.2,6.3,86,5.7,El Niño
Caribe Sur,8/21/2023,2023,8,21,25.6,29.7,23,22.4,92,5.2,El Niño
Caribe Sur,8/22/2023,2023,8,22,25,28.9,23,29.9,95,3.8,El Niño
Caribe Sur,8/23/2023,2023,8,23,25,27.2,22.9,12.4,96,2.3,El Niño
Caribe Sur,8/24/2023,2023,8,24,26.4,31,23,1.8,87,2.9,El Niño
Caribe Sur,8/25/2023,2023,8,25,27.3,31.8,23.8,1.4,86,4.2,El Niño
Caribe Sur,8/26/2023,2023,8,26,26.8,31.2,23.2,0.6,86,3.9,El Niño
Caribe Sur,8/27/2023,2023,8,27,27.2,32.5,23.4,3.4,87,4.3,El Niño
Caribe Sur,8/28/2023,2023,8,28,27,31,23.8,6.5,88,2.6,El Niño
Caribe Sur,8/29/2023,2023,8,29,27.5,31.9,23.6,0.4,87,3.3,El Niño
Caribe Sur,8/30/2023,2023,8,30,27.9,32.6,24.2,0.6,84,3.7,El Niño
Caribe Sur,8/31/2023,2023,8,31,26.4,29.8,23.6,7,89,3.7,El Niño
Caribe Sur,9/1/2023,2023,9,1,26.8,31.1,23.5,3.6,86,4.4,El Niño
Caribe Sur,9/2/2023,2023,9,2,25.3,29.5,23.4,7.1,92,4.6,El Niño
Caribe Sur,9/3/2023,2023,9,3,25.8,30.8,22.1,9.4,88,3.4,El Niño
Caribe Sur,9/4/2023,2023,9,4,25.9,29,23.1,1.2,88,3.9,El Niño
Caribe Sur,9/5/2023,2023,9,5,26,30.8,22.5,15.4,90,4.5,El Niño
Caribe Sur,9/6/2023,2023,9,6,25.3,29.8,22,13.5,91,4.9,El Niño
Caribe Sur,9/7/2023,2023,9,7,25.7,28.9,22.6,6.8,90,3.4,El Niño
Caribe Sur,9/8/2023,2023,9,8,26.1,28.9,23.3,5.8,87,4,El Niño
Caribe Sur,9/9/2023,2023,9,9,25.9,31.7,22.6,14.5,90,3.3,El Niño
Caribe Sur,9/10/2023,2023,9,10,25.8,31.1,22.2,17.1,89,3.6,El Niño
Caribe Sur,9/11/2023,2023,9,11,26.2,30.9,23,2.3,87,3.6,El Niño
Caribe Sur,9/12/2023,2023,9,12,25.8,30.4,22.6,6,89,3.7,El Niño
Caribe Sur,9/13/2023,2023,9,13,26.8,31.5,22.4,0.1,83,3.4,El Niño
Caribe Sur,9/14/2023,2023,9,14,26.9,31.4,22.2,1,83,3.5,El Niño
Caribe Sur,9/15/2023,2023,9,15,27,32,23.5,4,85,3.9,El Niño
Caribe Sur,9/16/2023,2023,9,16,25.7,30.1,23.6,13.6,91,5,El Niño
Caribe Sur,9/17/2023,2023,9,17,24.5,28.6,22.5,43.1,96,5,El Niño
Caribe Sur,9/18/2023,2023,9,18,24.5,27,22.5,17.1,95,4.2,El Niño
Caribe Sur,9/19/2023,2023,9,19,25.9,29.1,22.5,18.8,87,3.6,El Niño
Caribe Sur,9/20/2023,2023,9,20,25.6,29.8,22.5,10.8,91,3.5,El Niño
Caribe Sur,9/21/2023,2023,9,21,25.6,29.4,23.2,8,90,4.2,El Niño
Caribe Sur,9/22/2023,2023,9,22,27.1,33,22.5,0.2,80,4.1,El Niño
Caribe Sur,9/23/2023,2023,9,23,26.8,31.8,22.1,1.1,83,4,El Niño
Caribe Sur,9/24/2023,2023,9,24,26.7,32.1,22.4,0,84,4.2,El Niño
Caribe Sur,9/25/2023,2023,9,25,26.6,31.7,22.4,16.7,86,3.9,El Niño
Caribe Sur,9/26/2023,2023,9,26,26.6,29.7,23.6,0.5,87,3.2,El Niño
Caribe Sur,9/27/2023,2023,9,27,26.7,31.2,23.9,4.4,91,3.3,El Niño
Caribe Sur,9/28/2023,2023,9,28,26.7,30.9,23.9,10.2,88,2.7,El Niño
Caribe Sur,9/29/2023,2023,9,29,26.5,31.4,23.8,2.4,87,3.7,El Niño
Caribe Sur,9/30/2023,2023,9,30,26.6,31.9,22.1,7.4,87,3.5,El Niño
Caribe Sur,10/1/2023,2023,10,1,26.6,31.1,22.9,9.5,90,3.1,El Niño
Caribe Sur,10/2/2023,2023,10,2,26.7,30.9,23.5,6.7,88,4.2,El Niño
Caribe Sur,10/3/2023,2023,10,3,26.6,31,22.5,0.1,86,3.4,El Niño
Caribe Sur,10/4/2023,2023,10,4,26.4,30.1,24,9.5,89,3.2,El Niño
Caribe Sur,10/5/2023,2023,10,5,26.2,29.7,23.4,0.9,91,2.9,El Niño
Caribe Sur,10/6/2023,2023,10,6,27,32.2,22.7,2.8,86,4,El Niño
Caribe Sur,10/7/2023,2023,10,7,26.6,31.2,23.3,7.8,89,3.4,El Niño
Caribe Sur,10/8/2023,2023,10,8,26.6,31.2,22.4,13.6,90,3.1,El Niño
Caribe Sur,10/9/2023,2023,10,9,26.7,31.2,23.9,7.8,90,3.3,El Niño
Caribe Sur,10/10/2023,2023,10,10,26.3,30.7,23.4,8.4,91,3.2,El Niño
Caribe Sur,10/11/2023,2023,10,11,27,31.1,23.5,1.7,88,3.5,El Niño
Caribe Sur,10/12/2023,2023,10,12,27.3,31.9,24.1,2.3,86,3.2,El Niño
Caribe Sur,10/13/2023,2023,10,13,26.9,31.4,23.5,10.1,87,3.4,El Niño
Caribe Sur,10/14/2023,2023,10,14,26.6,31,24,8.6,89,2.9,El Niño
Caribe Sur,10/15/2023,2023,10,15,26.2,30,23.5,1.9,90,2.5,El Niño
Caribe Sur,10/16/2023,2023,10,16,25.5,30.2,23.2,10.1,92,2.9,El Niño
Caribe Sur,10/17/2023,2023,10,17,25.3,29.4,22.8,13.3,92,3.7,El Niño
Caribe Sur,10/18/2023,2023,10,18,25.7,29.8,22.1,2.3,90,5.2,El Niño
Caribe Sur,10/19/2023,2023,10,19,25.4,28.9,22.8,3.3,91,5,El Niño
Caribe Sur,10/20/2023,2023,10,20,25.7,28.7,23,3,89,6.1,El Niño
Caribe Sur,10/21/2023,2023,10,21,25.2,28.8,23.8,10,93,5.1,El Niño
Caribe Sur,10/22/2023,2023,10,22,25.5,30.2,22.6,13.1,92,3.4,El Niño
Caribe Sur,10/23/2023,2023,10,23,25.8,29.8,22.9,29,91,3.3,El Niño
Caribe Sur,10/24/2023,2023,10,24,24.9,28.4,23.3,24.6,95,2.9,El Niño
Caribe Sur,10/25/2023,2023,10,25,25.2,27.9,23.9,10.7,91,5,El Niño
Caribe Sur,10/26/2023,2023,10,26,25.3,29.5,23.2,35,94,2.8,El Niño
Caribe Sur,10/27/2023,2023,10,27,25.5,28.6,23,19.5,92,4,El Niño
Caribe Sur,10/28/2023,2023,10,28,25.7,29.5,22.8,3,90,4.1,El Niño
Caribe Sur,10/29/2023,2023,10,29,25.6,29.8,22.9,7.6,91,3.5,El Niño
Caribe Sur,10/30/2023,2023,10,30,25.8,29,23.3,12.6,91,2.8,El Niño
Caribe Sur,10/31/2023,2023,10,31,24,24.8,23.2,64,99,2.7,El Niño
Caribe Sur,11/1/2023,2023,11,1,25,29.5,22.5,12.8,93,3.6,El Niño
Caribe Sur,11/2/2023,2023,11,2,25.2,29.8,22.3,5.5,91,6,El Niño
Caribe Sur,11/3/2023,2023,11,3,25.3,29.8,22.6,1.1,90,4.1,El Niño
Caribe Sur,11/4/2023,2023,11,4,26,30.2,22.8,6,89,4.6,El Niño
Caribe Sur,11/5/2023,2023,11,5,25.6,29.3,23.5,16.8,93,3.8,El Niño
Caribe Sur,11/6/2023,2023,11,6,25.6,28.6,23,1.3,91,5.7,El Niño
Caribe Sur,11/7/2023,2023,11,7,26.1,30.6,22.9,3.7,91,3.3,El Niño
Caribe Sur,11/8/2023,2023,11,8,26.2,30.5,22.9,1.7,86,4.1,El Niño
Caribe Sur,11/9/2023,2023,11,9,26.6,31.6,22.7,2.9,84,5.1,El Niño
Caribe Sur,11/10/2023,2023,11,10,26.6,30.9,22.6,0,83,5.2,El Niño
Caribe Sur,11/11/2023,2023,11,11,25.2,28.7,23,25.2,92,6.8,El Niño
Caribe Sur,11/12/2023,2023,11,12,26,28.6,24,10.3,89,6.4,El Niño
Caribe Sur,11/13/2023,2023,11,13,26.2,29.9,23.4,0.9,89,5.7,El Niño
Caribe Sur,11/14/2023,2023,11,14,26.5,30.5,24,1.9,88,5.5,El Niño
Caribe Sur,11/15/2023,2023,11,15,26.2,29,23.9,5.3,91,5.8,El Niño
Caribe Sur,11/16/2023,2023,11,16,25.8,29.4,23.6,44.3,92,3.9,El Niño
Caribe Sur,11/17/2023,2023,11,17,25.5,28.7,23.6,13.1,93,4.4,El Niño
Caribe Sur,11/18/2023,2023,11,18,25.1,27.6,23.5,12.7,92,3.8,El Niño
Caribe Sur,11/19/2023,2023,11,19,25.4,28.5,23,12.3,92,2.5,El Niño
Caribe Sur,11/20/2023,2023,11,20,25.5,29.4,23.4,11,93,2.5,El Niño
Caribe Sur,11/21/2023,2023,11,21,25.7,30.5,22.5,4.3,87,4,El Niño
Caribe Sur,11/22/2023,2023,11,22,24.9,27.5,22.7,14.5,94,3.5,El Niño
Caribe Sur,11/23/2023,2023,11,23,25.4,29,22.2,4.4,87,8.1,El Niño
Caribe Sur,11/24/2023,2023,11,24,25.7,30,22.5,7.8,89,5.8,El Niño
Caribe Sur,11/25/2023,2023,11,25,25.4,29.5,22.1,0.9,89,5.7,El Niño
Caribe Sur,11/26/2023,2023,11,26,25.8,29.8,22.8,0.2,86,7.3,El Niño
Caribe Sur,11/27/2023,2023,11,27,24.8,27.8,22.4,32.1,92,4.9,El Niño
Caribe Sur,11/28/2023,2023,11,28,23.8,27.7,22.2,94.1,96,5.8,El Niño
Caribe Sur,11/29/2023,2023,11,29,23.8,26.8,21.8,36.2,94,6.6,El Niño
Caribe Sur,11/30/2023,2023,11,30,24.1,27.1,21.9,15.5,94,4,El Niño
Caribe Sur,12/1/2023,2023,12,1,25.5,30.8,21.4,8,85,3.8,El Niño
Caribe Sur,12/2/2023,2023,12,2,25.1,30.2,20.5,0.8,86,4,El Niño
Caribe Sur,12/3/2023,2023,12,3,25,29.8,20.2,0.2,86,4,El Niño
Caribe Sur,12/4/2023,2023,12,4,25,30.2,20.1,3.8,87,4.7,El Niño
Caribe Sur,12/5/2023,2023,12,5,25.3,30.2,20.9,2.8,87,4.5,El Niño
Caribe Sur,12/6/2023,2023,12,6,24.6,28.5,22.2,5.1,87,5.9,El Niño
Caribe Sur,12/7/2023,2023,12,7,24.5,29.2,21.1,3.3,87,5.5,El Niño
Caribe Sur,12/8/2023,2023,12,8,24.4,29.5,20.9,6.1,85,6,El Niño
Caribe Sur,12/9/2023,2023,12,9,25.2,29.1,22.1,7.3,89,7.2,El Niño
Caribe Sur,12/10/2023,2023,12,10,25.5,29.3,22.6,24.2,91,5.1,El Niño
Caribe Sur,12/11/2023,2023,12,11,25.7,30.1,23,9.8,90,7.3,El Niño
Caribe Sur,12/12/2023,2023,12,12,24.1,27.1,22.5,24.3,96,4.8,El Niño
Caribe Sur,12/13/2023,2023,12,13,25.2,29.4,22.3,20.3,91,5.9,El Niño
Caribe Sur,12/14/2023,2023,12,14,24.3,27.6,22,14.6,94,5,El Niño
Caribe Sur,12/15/2023,2023,12,15,24.4,28.2,21.6,12.5,94,3.6,El Niño
Caribe Sur,12/16/2023,2023,12,16,25.2,28.6,22.8,7.5,92,3.1,El Niño
Caribe Sur,12/17/2023,2023,12,17,25.2,29,22.9,8.7,90,6.6,El Niño
Caribe Sur,12/18/2023,2023,12,18,23.7,25.4,22.1,11.3,93,9.3,El Niño
Caribe Sur,12/19/2023,2023,12,19,23.4,26.2,21.8,26.1,92,11.4,El Niño
Caribe Sur,12/20/2023,2023,12,20,23.1,25,21.3,13.4,91,8.8,El Niño
Caribe Sur,12/21/2023,2023,12,21,25.2,28.8,21.4,0,77,12,El Niño
Caribe Sur,12/22/2023,2023,12,22,24.4,27,22.8,15.6,92,6.1,El Niño
Caribe Sur,12/23/2023,2023,12,23,24.8,28.6,21.6,7.5,90,4.9,El Niño
Caribe Sur,12/24/2023,2023,12,24,25,29.8,21,1,88,4,El Niño
Caribe Sur,12/25/2023,2023,12,25,25.2,30.1,20.2,0.9,88,4.1,El Niño
Caribe Sur,12/26/2023,2023,12,26,25.5,30.2,21.3,1,88,3,El Niño
Caribe Sur,12/27/2023,2023,12,27,25.8,29.6,22.6,0.7,88,2.9,El Niño
Caribe Sur,12/28/2023,2023,12,28,25.4,29.1,22.3,8.5,91,2.8,El Niño
Caribe Sur,12/29/2023,2023,12,29,24.8,29.9,22.1,5.2,93,3.2,El Niño
Caribe Sur,12/30/2023,2023,12,30,25.4,29.5,22.4,0.4,88,3.2,El Niño
Caribe Sur,12/31/2023,2023,12,31,25.5,29.9,21.4,0.2,81,6.9,El Niño
Caribe Sur,1/1/2024,2024,1,1,25.1,29.6,22,14.1,86,5.5,El Niño
Caribe Sur,1/2/2024,2024,1,2,24.8,29.4,21,0,83,5.9,El Niño
Caribe Sur,1/3/2024,2024,1,3,24.7,29.2,19.5,1.4,84,4.1,El Niño
Caribe Sur,1/4/2024,2024,1,4,25,29.2,22,8.8,88,4,El Niño
Caribe Sur,1/5/2024,2024,1,5,24.8,29.5,21.1,1.1,87,3.5,El Niño
Caribe Sur,1/6/2024,2024,1,6,24.4,28.6,19.4,0.4,89,3.6,El Niño
Caribe Sur,1/7/2024,2024,1,7,24.8,29.3,22.1,4.2,86,4.3,El Niño
Caribe Sur,1/8/2024,2024,1,8,24.3,28.6,21.5,4.1,87,4.3,El Niño
Caribe Sur,1/9/2024,2024,1,9,25.1,29.6,19.2,0.4,86,4.1,El Niño
Caribe Sur,1/10/2024,2024,1,10,26,29.7,23.4,0.5,86,3.4,El Niño
Caribe Sur,1/11/2024,2024,1,11,25.9,30.8,22,0,84,3.1,El Niño
Caribe Sur,1/12/2024,2024,1,12,25.9,29.8,22.3,0.7,86,3.2,El Niño
Caribe Sur,1/13/2024,2024,1,13,25.2,29.5,22.1,6.3,90,3.6,El Niño
Caribe Sur,1/14/2024,2024,1,14,24.8,29.2,21.5,1.6,89,3.7,El Niño
Caribe Sur,1/15/2024,2024,1,15,25,29.3,21.5,0.1,88,3.5,El Niño
Caribe Sur,1/16/2024,2024,1,16,25.2,29.6,20.2,0.7,86,4.8,El Niño
Caribe Sur,1/17/2024,2024,1,17,25.3,28.8,21.4,3.8,87,6.5,El Niño
Caribe Sur,1/18/2024,2024,1,18,25.4,29.5,21.8,2.8,89,4.2,El Niño
Caribe Sur,1/19/2024,2024,1,19,25.2,29.5,22.3,0.3,88,4.8,El Niño
Caribe Sur,1/20/2024,2024,1,20,24.7,28.8,20.7,0.3,87,4.8,El Niño
Caribe Sur,1/21/2024,2024,1,21,24.9,29.6,21,5.8,86,4.8,El Niño
Caribe Sur,1/22/2024,2024,1,22,25.4,30.5,21.9,3.5,83,5.2,El Niño
Caribe Sur,1/23/2024,2024,1,23,24.9,28.9,21.9,12,88,5.9,El Niño
Caribe Sur,1/24/2024,2024,1,24,25.9,30.4,22.2,2.7,84,5.8,El Niño
Caribe Sur,1/25/2024,2024,1,25,25.5,29.8,22.6,1.2,89,5.8,El Niño
Caribe Sur,1/26/2024,2024,1,26,25.2,29,22.4,2.6,89,4.4,El Niño
Caribe Sur,1/27/2024,2024,1,27,25,29,22.7,15.9,91,5,El Niño
Caribe Sur,1/28/2024,2024,1,28,25.1,29.4,22.5,4.7,90,5.5,El Niño
Caribe Sur,1/29/2024,2024,1,29,24.5,29.3,20.9,2.1,89,4.6,El Niño
Caribe Sur,1/30/2024,2024,1,30,24.6,29.1,20.9,0.9,83,5.5,El Niño
Caribe Sur,1/31/2024,2024,1,31,24.4,29.2,19.6,2.8,84,7,El Niño
Caribe Sur,2/1/2024,2024,2,1,23.2,24.4,22.2,21.5,99,7.1,El Niño
Caribe Sur,2/2/2024,2024,2,2,23.5,25.2,21.8,21.4,96,6.1,El Niño
Caribe Sur,2/3/2024,2024,2,3,25.2,28.9,21.3,0.2,88,4.4,El Niño
Caribe Sur,2/4/2024,2024,2,4,26.4,30.8,22.7,0,86,3.2,El Niño
Caribe Sur,2/5/2024,2024,2,5,26.3,30.6,22.4,0,87,3.4,El Niño
Caribe Sur,2/6/2024,2024,2,6,23.8,26.1,21.6,31.3,97,5.2,El Niño
Caribe Sur,2/7/2024,2024,2,7,22.9,23.9,22.1,8.4,93,6.5,El Niño
Caribe Sur,2/8/2024,2024,2,8,23.1,24.7,21.9,18.5,92,6.6,El Niño
Caribe Sur,2/9/2024,2024,2,9,24,27.6,21.7,4.9,91,4.1,El Niño
Caribe Sur,2/10/2024,2024,2,10,24.8,29.6,21.1,0,82,3.8,El Niño
Caribe Sur,2/11/2024,2024,2,11,24.8,29.5,20.9,0.4,85,4.2,El Niño
Caribe Sur,2/12/2024,2024,2,12,25.7,30.5,21,0.5,85,4.2,El Niño
Caribe Sur,2/13/2024,2024,2,13,25.5,29.7,22.8,2,86,7.3,El Niño
Caribe Sur,2/14/2024,2024,2,14,25.3,30.4,22,3.7,80,6.5,El Niño
Caribe Sur,2/15/2024,2024,2,15,24.8,30.4,21.8,2.2,86,7.4,El Niño
Caribe Sur,2/16/2024,2024,2,16,24.6,29,21,3.2,91,5.9,El Niño
Caribe Sur,2/17/2024,2024,2,17,25.7,29.6,22.6,2.9,90,4.5,El Niño
Caribe Sur,2/18/2024,2024,2,18,26,29,23.9,3.8,92,4.5,El Niño
Caribe Sur,2/19/2024,2024,2,19,26.3,30,24.4,5.4,84,9.1,El Niño
Caribe Sur,2/20/2024,2024,2,20,24.6,28,22.5,15.3,89,8.7,El Niño
Caribe Sur,2/21/2024,2024,2,21,23.7,26,22,25,93,9.7,El Niño
Caribe Sur,2/22/2024,2024,2,22,23.9,26.5,20.8,1.2,81,8.3,El Niño
Caribe Sur,2/23/2024,2024,2,23,24.2,28.7,19.9,0.2,78,3.9,El Niño
Caribe Sur,2/24/2024,2024,2,24,24.8,29.5,19.9,0.3,81,4,El Niño
Caribe Sur,2/25/2024,2024,2,25,23.7,27.1,21,10.1,88,5.7,El Niño
Caribe Sur,2/26/2024,2024,2,26,23.7,27.9,19.8,2.4,86,5,El Niño
Caribe Sur,2/27/2024,2024,2,27,24.4,29.4,20.1,0,85,3.8,El Niño
Caribe Sur,2/28/2024,2024,2,28,24.7,29.5,20.4,3.1,86,4.2,El Niño
Caribe Sur,2/29/2024,2024,2,29,25.3,31,20.2,0.6,79,4.1,El Niño
Caribe Sur,3/1/2024,2024,3,1,24.3,29.7,19.1,0.1,84,3.7,El Niño
Caribe Sur,3/2/2024,2024,3,2,24.3,29.2,20.4,3.6,87,3.6,El Niño
Caribe Sur,3/3/2024,2024,3,3,24.8,29,20,1,86,3.2,El Niño
Caribe Sur,3/4/2024,2024,3,4,25,29,21.8,2.9,87,2.9,El Niño
Caribe Sur,3/5/2024,2024,3,5,25.9,29.9,22,3,84,3.4,El Niño
